,BHK,SQUARE_FT,Target,State
9313,3,1400.233372,60.0,Uttar Pradesh
9314,3,2228.571429,78.0,Uttar Pradesh
9315,2,1312.828207,52.5,Odisha
9316,2,1125.175809,40.0,Rajasthan
9317,2,900.1406470000001,32.0,Maharashtra
9318,2,976.1388286,36.0,Uttar Pradesh
9319,2,650.0426257,30.5,Gujrat
9320,2,1240.169389,41.0,Gujrat
9321,2,1120.193763,37.0,Uttar Pradesh
9322,3,1399.868248,42.5,Gujrat
9323,3,1594.72677,75.0,Uttar Pradesh
9324,5,2700.4570000000003,130.0,Punjab
9325,3,1500.0,48.0,Uttarakhand
9326,2,1210.153483,41.0,Andhra Pradesh
9327,2,1250.0,60.0,Kerala
9328,2,1250.0,39.0,Uttar Pradesh
9329,2,1355.0,54.2,Andhra Pradesh
9330,2,1070.034443,46.6,Uttar Pradesh
9331,2,1085.018482,49.9,Uttar Pradesh
9332,1,600.1263424,19.0,Uttar Pradesh
9333,2,819.6721311000001,24.0,Punjab
9334,2,998.6206897,36.2,Uttar Pradesh
9335,2,1330.140995,50.0,Gujrat
9336,2,700.0538502999999,26.0,Uttar Pradesh
9337,2,1095.140315,32.0,Uttar Pradesh
9338,3,1647.584474,59.0,ChattishGarh
9339,3,1300.0330800000002,39.3,Uttar Pradesh
9340,2,950.1187648,40.0,Uttar Pradesh
9341,3,1600.0,59.2,Andhra Pradesh
9342,3,224238.1949,9640.0,Delhi NCR
9343,3,1410.002203,64.0,Uttar Pradesh
9344,3,1355.01355,50.0,Gujrat
9345,3,1295.057198,60.0,Uttar Pradesh
9346,2,1207.186974,43.0,Andhra Pradesh
9347,2,800.0,24.0,Kerala
9348,2,824.9312557,27.0,Maharashtra
9349,2,914.8486981,39.0,Uttar Pradesh
9350,1,425.0495891,15.0,Maharashtra
9351,3,1274.787535,45.0,West Bengal
9352,2,1150.070126,41.0,Uttar Pradesh
9353,3,2000.0,74.0,Uttarakhand
9354,2,960.0,42.0,Tamil Nadu
9355,2,1155.975252,35.5,Union Territory
9356,3,1500.159591,47.0,Rajasthan
9357,3,1800.232288,62.0,Uttar Pradesh
9358,2,800.0,27.0,Rajasthan
9359,3,1200.107875,44.5,Uttar Pradesh
9360,2,580.1450363,23.2,Delhi NCR
9361,2,1200.234192,41.0,Tamil Nadu
9362,2,1170.145478,37.0,Madhya Pradesh
9363,1,480.1097394,14.0,Uttar Pradesh
9364,2,1139.742319,46.0,Uttarakhand
9365,1,430.5705059,20.0,Uttar Pradesh
9366,3,1160.092807,40.0,Odisha
9367,2,870.0980392000001,35.5,Kerala
9368,3,1540.229885,67.0,Madhya Pradesh
9369,3,1580.194891,60.0,Kerala
9370,3,1723.77158,64.9,Union Territory
9371,2,1090.047393,46.0,Kerala
9372,2,1050.213325,32.0,Uttar Pradesh
9373,1,450.0450045,20.0,Maharashtra
9374,2,1100.06854,32.1,Maharashtra
9375,3,1800.327332,55.0,Union Territory
9376,3,1833.333333,55.0,Madhya Pradesh
9377,3,1906.158358,65.0,Union Territory
9378,2,1151.960784,47.0,Uttar Pradesh
9379,3,1135.273425,35.5,Tamil Nadu
9380,3,1348.888889,60.7,Maharashtra
9381,2,1050.199538,50.0,Uttar Pradesh
9382,3,2400.240024,80.0,Gujrat
9383,3,1574.80315,50.0,Punjab
9384,4,3374.578178,120.0,Uttar Pradesh
9385,3,1398.976982,54.7,Delhi NCR
9386,3,1360.103627,63.0,Assam
9387,3,1035.2477199999998,42.0,Maharashtra
9388,2,1245.15772,45.0,Uttar Pradesh
9389,1,584.1121495,25.0,Uttar Pradesh
9390,2,734.8784624,26.0,Maharashtra
9391,2,1957.730812,88.0,Tamil Nadu
9392,2,949.5548961,28.8,Uttar Pradesh
9393,3,1663.3209060000002,58.0,Union Territory
9394,2,1120.224982,47.8,Union Territory
9395,2,948.5787288,29.7,Jharkhand
9396,2,960.0,42.0,Tamil Nadu
9397,2,1360.020529,53.0,Maharashtra
9398,2,950.0662837,43.0,Uttar Pradesh
9399,3,1345.083488,58.0,Assam
9400,3,1260.239445,60.0,Uttar Pradesh
9401,2,899.9389872000002,29.5,Uttar Pradesh
9402,3,1502.093081,61.0,Uttar Pradesh
9403,2,839.7171479,28.5,ChattishGarh
9404,2,1216.795201,42.6,Andhra Pradesh
9405,3,1725.253397,80.0,Uttar Pradesh
9406,3,2029.019424,86.7,Rajasthan
9407,3,1300.052002,50.0,Bihar
9408,2,995.0248756,40.0,Kerala
9409,2,1043.1551869999998,36.5,karnataka
9410,3,1414.898044,68.0,Bihar
9411,2,1350.438893,40.0,Andhra Pradesh
9412,2,1050.793651,33.1,Rajasthan
9413,2,1084.990958,48.0,Punjab
9414,3,1100.024944,44.1,Uttar Pradesh
9415,3,1100.041511,53.0,Uttar Pradesh
9416,2,900.1406470000001,32.0,Maharashtra
9417,2,1240.354387,43.4,Rajasthan
9418,3,1450.245426,65.0,Uttar Pradesh
9419,3,1400.1680199999998,50.0,Uttar Pradesh
9420,2,1060.0706710000002,42.0,Assam
9421,3,1581.977472,63.2,Assam
9422,3,1200.120012,40.0,Maharashtra
9423,1,596.5021861,19.1,Uttar Pradesh
9424,2,1064.8007300000002,35.0,Maharashtra
9425,3,1850.13876,80.0,Punjab
9426,3,1850.443599,73.0,Uttar Pradesh
9427,4,2265.714286,79.3,West Bengal
9428,3,1661.078939,54.5,Delhi NCR
9429,2,1099.387338,32.3,Gujrat
9430,3,1400.0,56.0,Uttar Pradesh
9431,3,1000.0,33.0,Odisha
9432,3,1597.704621,52.9,Union Territory
9433,2,591.9304179999999,24.5,Delhi NCR
9434,2,876.0951188999999,35.0,Maharashtra
9435,2,1000.0,30.5,Odisha
9436,3,1918.141593,86.7,Odisha
9437,2,938.2366808,39.8,Tamil Nadu
9438,3,1905.692646,78.0,Gujrat
9439,2,775.0269107,36.0,Uttar Pradesh
9440,2,1144.262295,34.9,Uttar Pradesh
9441,3,1750.150875,58.0,Madhya Pradesh
9442,3,1749.9204579999998,55.0,Uttar Pradesh
9443,2,1180.05834,44.5,Uttar Pradesh
9444,2,1255.230126,60.0,Uttar Pradesh
9445,1,670.0167504,32.0,Uttar Pradesh
9446,3,1889.622076,63.0,Madhya Pradesh
9447,2,600.0960154,25.0,Tamil Nadu
9448,2,900.0321439999999,28.0,Uttar Pradesh
9449,2,1172.256594,36.0,Madhya Pradesh
9450,2,888.0516685,33.0,Uttar Pradesh
9451,3,1527.353513,55.0,Madhya Pradesh
9452,3,1596.071209,52.0,Odisha
9453,2,1060.191518,31.0,Gujrat
9454,2,675.024108,21.0,Uttar Pradesh
9455,3,2550.44843,91.0,Jharkhand
9456,1,826.0447036,34.0,Uttarakhand
9457,4,2791.996277,120.0,Gujrat
9458,3,1979.522184,58.0,Madhya Pradesh
9459,2,920.1748332,40.0,Uttar Pradesh
9460,2,1300.236407,55.0,Tamil Nadu
9461,3,1527.973672,65.0,Uttar Pradesh
9462,3,2249.7704320000003,73.5,Union Territory
9463,3,1550.387597,58.0,Uttar Pradesh
9464,4,2095.009341,78.5,Delhi NCR
9465,2,1199.873698,38.0,Delhi NCR
9466,3,1725.1293850000002,60.0,Union Territory
9467,3,1349.55015,40.5,Union Territory
9468,3,1220.196353,43.5,Uttar Pradesh
9469,4,2492.729539,120.0,Uttar Pradesh
9470,3,1224.246044,41.0,Uttar Pradesh
9471,3,1600.116584,54.9,Union Territory
9472,2,1227.823148,43.6,Delhi NCR
9473,2,850.1594049,40.0,Maharashtra
9474,2,1250.0,45.0,Jharkhand
9475,3,1799.640072,60.0,Kerala
9476,3,1894.020004,89.0,Delhi NCR
9477,2,1085.069444,50.0,Uttar Pradesh
9478,3,1720.183486,75.0,Gujrat
9479,3,1111.111111,36.0,Madhya Pradesh
9480,2,900.090009,40.0,Uttar Pradesh
9481,3,711.7241379,25.8,Delhi NCR
9482,3,1540.240518,66.6,Uttar Pradesh
9483,3,1494.285714,52.3,karnataka
9484,2,1000.0,35.0,Rajasthan
9485,2,1100.025582,43.0,Rajasthan
9486,2,905.2504526,30.0,Gujrat
9487,3,1586.506346,47.5,Rajasthan
9488,3,1330.150068,39.0,Rajasthan
9489,2,1820.10582,86.0,Uttar Pradesh
9490,4,2100.28879,80.0,Uttar Pradesh
9491,2,1080.084299,41.0,karnataka
9492,3,2259.336581,97.4,Gujrat
9493,2,3650.745361,120.0,Tamil Nadu
9494,2,722.0216606,30.0,Tamil Nadu
9495,2,797.4641307999999,23.9,Delhi NCR
9496,3,1205.164993,42.0,Uttar Pradesh
9497,2,1070.090958,40.0,Odisha
9498,2,1150.070126,41.0,Gujrat
9499,2,473.8154613,22.8,Delhi NCR
9500,3,1835.423677,60.0,Delhi NCR
9501,2,1120.157908,45.4,Union Territory
9502,3,1450.083659,52.0,Uttar Pradesh
9503,2,1210.336932,37.0,Delhi NCR
9504,2,1250.0,45.0,Gujrat
9505,3,1128.652215,47.9,Uttar Pradesh
9506,3,1650.0,62.7,Bihar
9507,1,400.0,15.0,Uttar Pradesh
9508,2,774.1935484,24.0,Rajasthan
9509,2,1382.716049,56.0,Gujrat
9510,3,1870.286576,62.0,karnataka
9511,3,1925.019942,72.4,Uttarakhand
9512,1,427.0462633,14.4,Delhi NCR
9513,3,1619.9376949999998,52.0,Punjab
9514,2,1478.1966,60.0,Union Territory
9515,3,1400.0,42.0,Kerala
9516,2,699.9681833,22.0,Madhya Pradesh
9517,2,1000.0,39.0,Maharashtra
9518,2,1120.211997,46.5,Union Territory
9519,2,1329.787234,55.0,Gujrat
9520,2,1010.10101,40.0,Uttar Pradesh
9521,3,1580.345286,59.5,Rajasthan
9522,3,1550.064185,48.3,Uttar Pradesh
9523,3,1529.0519880000002,70.0,Kerala
9524,2,1208.178439,39.0,Gujrat
9525,2,928.2009282,34.0,Uttar Pradesh
9526,3,1800.2165670000002,66.5,Union Territory
9527,2,753.4730397999999,32.0,Uttar Pradesh
9528,3,1640.042599,77.0,Uttar Pradesh
9529,2,1205.121768,48.0,Odisha
9530,2,1250.0,60.0,Maharashtra
9531,3,1250.0,49.0,Kerala
9532,3,1300.236407,55.0,Rajasthan
9533,3,1270.016565,46.0,Uttar Pradesh
9534,2,1000.0,35.0,Andhra Pradesh
9535,2,600.0,24.0,Gujrat
9536,3,1761.207685,77.0,Uttar Pradesh
9537,3,1458.823529,49.6,Union Territory
9538,2,1180.0219539999998,43.0,Uttar Pradesh
9539,1,899.9581414999999,43.0,Uttar Pradesh
9540,2,1120.038958,46.0,Union Territory
9541,2,1273.08338,45.5,Delhi NCR
9542,4,1805.33752,69.0,Assam
9543,3,1159.375,37.1,West Bengal
9544,3,1800.1302079999998,55.3,Gujrat
9545,2,627.1777003,21.6,Uttar Pradesh
9546,3,1243.076923,40.4,Assam
9547,3,1667.129758,60.0,Gujrat
9548,3,2559.925529,110.0,Union Territory
9549,2,1000.0,30.0,Maharashtra
9550,2,1072.098633,40.0,Rajasthan
9551,3,1862.009238,64.5,Delhi NCR
9552,3,1840.21544,82.0,karnataka
9553,3,1100.173712,38.0,Rajasthan
9554,3,1600.108666,58.9,Union Territory
9555,2,920.084122,35.0,Andhra Pradesh
9556,3,1177.005226,51.8,Tamil Nadu
9557,3,1540.245883,66.4,Uttar Pradesh
9558,3,1499.892865,70.0,Jharkhand
9559,2,1049.868766,32.0,Maharashtra
9560,2,1475.304682,46.0,Uttar Pradesh
9561,2,1149.954002,50.0,Andhra Pradesh
9562,3,1760.1206940000002,70.0,Uttar Pradesh
9563,2,1210.067764,50.0,Uttar Pradesh
9564,2,960.0,36.0,Uttar Pradesh
9565,2,1429.057503,42.0,Delhi NCR
9566,2,852.5345622000001,37.0,Rajasthan
9567,3,1300.108342,60.0,Jharkhand
9568,3,2000.0,70.0,Uttarakhand
9569,3,1464.073474,54.2,Assam
9570,2,930.1270417000002,41.0,Uttar Pradesh
9571,4,1675.041876,80.0,Delhi NCR
9572,2,825.0424654,34.0,Uttar Pradesh
9573,3,1475.1773050000002,52.0,Andhra Pradesh
9574,3,1690.507152,52.0,Union Territory
9575,3,1650.165017,75.0,Uttar Pradesh
9576,2,1200.111638,43.0,Uttar Pradesh
9577,3,1728.2608699999998,79.5,West Bengal
9578,2,936.0791656,35.0,karnataka
9579,3,1670.146138,80.0,Kerala
9580,2,1396.484375,42.9,Maharashtra
9581,2,1050.105011,35.0,Uttar Pradesh
9582,2,890.2077151000001,27.0,Uttar Pradesh
9583,2,1315.020456,45.0,Union Territory
9584,2,1008.120975,36.0,Maharashtra
9585,3,1899.473992,65.0,Delhi NCR
9586,2,1273.335191,45.7,Delhi NCR
9587,4,2475.247525,95.0,Uttar Pradesh
9588,1,500.0,20.0,Gujrat
9589,3,1468.181818,64.6,Delhi NCR
9590,3,1599.466844,48.0,Punjab
9591,3,1800.055386,65.0,Punjab
9592,2,1296.023564,44.0,Andhra Pradesh
9593,3,1276.17801,58.5,Maharashtra
9594,2,1200.104357,46.0,Maharashtra
9595,2,963.081862,36.0,Maharashtra
9596,2,882.2531388,26.0,Andhra Pradesh
9597,3,1778.720627,54.5,Union Territory
9598,2,1080.291971,37.0,Uttar Pradesh
9599,5,1609.589041,47.0,Maharashtra
9600,3,1925.051335,75.0,Jharkhand
9601,4,2475.247525,95.0,Uttar Pradesh
9602,3,745.1403888,34.5,Delhi NCR
9603,2,700.0474608,29.5,Rajasthan
9604,3,1850.276478,87.0,Uttar Pradesh
9605,2,1416.470588,60.2,Uttar Pradesh
9606,2,1148.1719050000002,53.7,Uttar Pradesh
9607,3,1450.230719,44.0,Uttar Pradesh
9608,2,950.1187648,44.0,Uttar Pradesh
9609,2,1060.284762,35.0,Uttar Pradesh
9610,2,1084.444444,48.8,Rajasthan
9611,2,850.1594049,32.0,Union Territory
9612,2,1298.326601,45.0,Madhya Pradesh
9613,1,350.0212134,16.5,Gujrat
9614,4,2328.288708,100.0,Union Territory
9615,1,950.0,36.1,Rajasthan
9616,3,1294.917449,40.0,Jharkhand
9617,2,1300.156915,58.0,Odisha
9618,2,1086.012163,50.0,Tamil Nadu
9619,3,1400.094922,59.0,Maharashtra
9620,1,550.0550055,20.0,Uttar Pradesh
9621,3,1350.0,54.0,Uttar Pradesh
9622,2,1200.274348,35.0,Rajasthan
9623,3,1700.235417,65.0,Kerala
9624,3,1490.220428,48.0,Rajasthan
9625,3,1340.206186,57.2,Uttar Pradesh
9626,3,1300.108342,48.0,Rajasthan
9627,3,1404.932875,45.0,Odisha
9628,2,700.0,24.5,Maharashtra
9629,2,1156.199678,35.9,Union Territory
9630,2,1069.93737,41.0,Uttar Pradesh
9631,3,1850.406504,56.9,Union Territory
9632,2,1325.088339,60.0,Uttar Pradesh
9633,4,2250.0,81.0,Uttar Pradesh
9634,1,365.9429129,15.0,Uttar Pradesh
9635,3,1884.319928,83.4,Union Territory
9636,2,1128.2273810000002,52.0,Kerala
9637,2,1073.021182,38.5,Maharashtra
9638,3,1313.197636,60.0,Rajasthan
9639,2,950.1187648,36.0,Jharkhand
9640,3,1480.484522,44.0,Uttar Pradesh
9641,2,1284.7465550000002,55.0,Uttar Pradesh
9642,3,1540.28436,65.0,Uttar Pradesh
9643,3,1749.883341,75.0,Maharashtra
9644,2,825.1167618,31.8,Uttar Pradesh
9645,3,1558.033162,54.5,ChattishGarh
9646,2,975.1340809,40.0,Tamil Nadu
9647,3,1322.31405,48.0,Delhi NCR
9648,3,1703.216374,69.9,Uttar Pradesh
9649,3,1650.4329,61.0,Madhya Pradesh
9650,2,1256.281407,40.0,Gujrat
9651,2,972.0534629,40.0,Uttar Pradesh
9652,2,1085.086042,45.4,Jharkhand
9653,3,1915.25018,80.0,Union Territory
9654,2,1300.294406,53.0,Delhi NCR
9655,2,1000.0,31.1,Uttar Pradesh
9656,2,832.1198253,40.0,Uttar Pradesh
9657,2,1100.110011,40.0,Andhra Pradesh
9658,2,789.7934386,26.0,karnataka
9659,2,1172.727273,38.7,Gujrat
9660,3,1630.094044,78.0,karnataka
9661,2,1339.285714,51.0,Delhi NCR
9662,2,727.9370432999999,25.9,Uttar Pradesh
9663,3,1706.484642,60.0,Union Territory
9664,1,588.0911541,24.0,Uttar Pradesh
9665,3,1950.235373,58.0,Jharkhand
9666,3,1859.993236,55.0,Delhi NCR
9667,3,2600.404507,90.0,Delhi NCR
9668,2,1272.818205,50.9,Odisha
9669,3,1027.482823,32.9,Rajasthan
9670,2,1273.022752,47.0,Delhi NCR
9671,2,1308.571429,45.8,Union Territory
9672,2,910.2244389,36.5,Bihar
9673,2,1000.0,37.0,Uttar Pradesh
9674,3,1575.230853,58.0,Uttar Pradesh
9675,3,1475.0,59.0,Kerala
9676,2,1200.0,42.0,Gujrat
9677,2,1050.030883,34.0,Uttar Pradesh
9678,2,950.1187648,40.0,Uttar Pradesh
9679,3,1639.473684,62.3,Andhra Pradesh
9680,3,1077.208809,40.6,Assam
9681,2,800.0,35.0,Kerala
9682,2,1338.457461,50.5,Delhi NCR
9683,2,805.1529791,25.0,Madhya Pradesh
9684,3,1343.684682,45.0,Rajasthan
9685,3,1909.039865,68.0,Delhi NCR
9686,2,820.0562324,35.0,Kerala
9687,2,1040.154814,43.0,Uttar Pradesh
9688,4,2799.377916,90.0,Tamil Nadu
9689,2,1036.687048,37.3,Maharashtra
9690,2,1273.344652,45.0,Delhi NCR
9691,3,1552.312946,50.0,Jharkhand
9692,3,1200.0,45.0,Uttar Pradesh
9693,3,1700.294718,75.0,Uttar Pradesh
9694,3,1939.755048,58.6,Uttarakhand
9695,2,1099.830795,32.5,Uttar Pradesh
9696,1,1090.059694,42.0,Assam
9697,2,839.8133748,27.0,Gujrat
9698,2,1300.079597,49.0,Delhi NCR
9699,2,1273.3748890000002,42.9,Delhi NCR
9700,1,720.0837916,27.5,Uttarakhand
9701,3,1260.053619,47.0,Jharkhand
9702,2,654.107797,25.0,Gujrat
9703,3,1800.370665,68.0,Rajasthan
9704,4,2380.374059,98.0,Delhi NCR
9705,2,1395.709486,54.0,Rajasthan
9706,2,1184.210526,36.0,Rajasthan
9707,3,1168.316832,35.4,Jharkhand
9708,3,1960.143744,60.0,Gujrat
9709,4,1710.2615690000002,51.0,Uttar Pradesh
9710,2,1045.211473,43.0,Uttar Pradesh
9711,2,979.1921665,32.0,Delhi NCR
9712,3,1600.0,60.0,Uttarakhand
9713,3,1900.538486,60.0,Gujrat
9714,3,1679.4117649999998,57.1,Rajasthan
9715,3,1723.931879,57.7,Union Territory
9716,3,1566.666667,47.0,Rajasthan
9717,2,1229.932677,47.5,Odisha
9718,2,1200.274348,35.0,Jharkhand
9719,3,1800.100705,71.5,Union Territory
9720,2,1053.346925,31.0,Uttar Pradesh
9721,2,850.1920615,33.2,Uttar Pradesh
9722,2,920.0102223,36.0,Tamil Nadu
9723,2,1100.029334,37.5,Andhra Pradesh
9724,3,1591.994542,70.0,Uttar Pradesh
9725,2,1200.0,48.0,Uttar Pradesh
9726,4,2800.5170190000003,130.0,Uttarakhand
9727,3,1750.0,56.0,West Bengal
9728,2,1481.004507,69.0,Delhi NCR
9729,2,1250.0,55.0,Uttar Pradesh
9730,3,1231.25,59.1,Uttar Pradesh
9731,3,1389.854065,60.0,Uttar Pradesh
9732,2,929.7851876,29.0,Delhi NCR
9733,3,1550.0538210000002,72.0,Rajasthan
9734,2,950.2262443,29.4,Uttar Pradesh
9735,3,1357.166501,41.0,West Bengal
9736,2,1094.84599,35.9,Uttar Pradesh
9737,2,1335.311573,45.0,Uttar Pradesh
9738,2,1200.0,44.4,Andhra Pradesh
9739,3,1100.244499,36.0,karnataka
9740,3,1721.333695,63.5,Gujrat
9741,3,1460.31746,46.0,Union Territory
9742,2,960.2194787,28.0,Uttar Pradesh
9743,3,1380.006732,41.0,Union Territory
9744,2,1070.016283,46.0,Uttar Pradesh
9745,2,1053.799224,38.0,Madhya Pradesh
9746,2,898.8380041000001,26.3,Delhi NCR
9747,3,1561.991539,48.0,Jharkhand
9748,3,1100.323625,34.0,Rajasthan
9749,3,1899.907322,82.0,Uttar Pradesh
9750,3,1500.0,60.0,Tamil Nadu
9751,3,1600.0,56.0,Union Territory
9752,4,1410.008294,51.0,Delhi NCR
9753,3,1912.359073,89.9,Uttar Pradesh
9754,3,1800.0,72.0,Uttar Pradesh
9755,1,610.8144192000001,18.3,Uttar Pradesh
9756,3,1500.115393,65.0,Uttar Pradesh
9757,3,1575.121163,58.5,Union Territory
9758,3,1645.962733,53.0,Delhi NCR
9759,2,1209.612817,45.3,Gujrat
9760,3,1471.875,47.1,Andhra Pradesh
9761,2,950.1689189,45.0,Uttar Pradesh
9762,2,1390.301797,41.0,Uttarakhand
9763,2,1170.242407,42.0,Uttar Pradesh
9764,3,1265.041654,41.0,Delhi NCR
9765,3,2099.511073,73.0,Uttarakhand
9766,1,695.0477844999999,32.0,Tamil Nadu
9767,2,680.0,20.4,Odisha
9768,1,493.9558149,23.7,Uttar Pradesh
9769,1,410.022779,18.0,Madhya Pradesh
9770,3,1275.020565,46.5,Uttar Pradesh
9771,1,350.0,10.5,Gujrat
9772,2,1345.390384,61.0,Uttar Pradesh
9773,4,2364.672365,83.0,Uttar Pradesh
9774,3,1500.280426,53.5,Delhi NCR
9775,2,990.0990099,46.0,Uttar Pradesh
9776,2,1248.884924,42.0,Rajasthan
9777,1,725.1631617,30.0,Uttar Pradesh
9778,2,1149.718958,45.0,Tamil Nadu
9779,2,1200.192031,50.0,karnataka
9780,2,1300.390117,40.0,Tamil Nadu
9781,2,1480.263158,45.0,Jharkhand
9782,2,1000.0,38.0,Gujrat
9783,3,1735.28411,51.0,Union Territory
9784,3,1400.0,49.0,Jharkhand
9785,4,2090.163934,76.5,Union Territory
9786,2,942.1778691,32.1,Uttar Pradesh
9787,3,1625.081363,74.9,Uttar Pradesh
9788,2,1090.1591039999998,37.0,Uttar Pradesh
9789,2,945.2411995,29.0,Andhra Pradesh
9790,1,794.9125596,30.0,Kerala
9791,3,1049.453709,36.5,Assam
9792,3,1500.110302,68.0,Kerala
9793,2,1206.190259,53.0,Uttar Pradesh
9794,2,1299.00803,55.0,Gujrat
9795,3,1850.149391,80.5,Uttar Pradesh
9796,2,639.8742702999999,28.5,Gujrat
9797,3,1750.0,84.0,Madhya Pradesh
9798,3,1816.666667,54.5,Rajasthan
9799,3,1700.404858,63.0,Rajasthan
9800,4,2189.160468,82.4,Union Territory
9801,3,1560.0,54.6,Jharkhand
9802,3,1652.634861,53.0,karnataka
9803,2,1062.134891,40.0,karnataka
9804,2,896.7741935,27.8,Rajasthan
9805,3,1181.012946,52.0,Punjab
9806,2,1000.0,39.0,Jharkhand
9807,1,864.0674393999999,82.0,Uttar Pradesh
9808,1,475.0103263,46.0,Uttar Pradesh
9809,1,301.91711630000003,26.3,Uttar Pradesh
9810,1,406.024219,39.9,Maharashtra
9811,2,906.2661833,70.0,Uttar Pradesh
9812,2,1146.480331,88.6,Uttar Pradesh
9813,3,2488.004265,140.0,Punjab
9814,1,483.0917874,18.0,Maharashtra
9815,2,1429.200617,64.9,Punjab
9816,3,1665.080875,70.0,Gujrat
9817,2,907.6305221,33.9,Maharashtra
9818,3,1949.586451,99.0,Punjab
9819,1,655.0802139,49.0,Maharashtra
9820,2,1060.0706710000002,72.0,Maharashtra
9821,2,1160.062565,89.0,Maharashtra
9822,3,1195.652174,110.0,Uttar Pradesh
9823,3,1014.120668,79.0,Maharashtra
9824,4,2302.158273,160.0,Punjab
9825,2,900.0782677000001,69.0,Uttar Pradesh
9826,1,300.0260892,11.5,Uttar Pradesh
9827,2,965.0439631,90.0,Maharashtra
9828,2,600.5495224,45.9,Uttar Pradesh
9829,3,1767.388826,77.5,Andhra Pradesh
9830,1,675.0441375,65.0,Uttar Pradesh
9831,3,1394.31121,100.0,Uttar Pradesh
9832,3,106469.0027,9480.0,Uttar Pradesh
9833,2,1431.068385,65.5,Punjab
9834,3,1170.074459,99.0,Uttar Pradesh
9835,2,1121.076233,45.0,Uttar Pradesh
9836,1,509.5541401,40.0,Maharashtra
9837,2,1015.113918,90.0,Maharashtra
9838,2,945.0617925,91.0,Uttar Pradesh
9839,2,1050.070432,82.0,Maharashtra
9840,2,1129.908619,91.5,Uttar Pradesh
9841,3,1870.32419,75.0,Haryana
9842,2,923.0100988,85.0,Uttar Pradesh
9843,4,2030.205496,82.0,Punjab
9844,3,1400.0518539999998,54.0,Odisha
9845,2,1094.8905109999998,51.0,Punjab
9846,2,1071.080818,55.0,Uttar Pradesh
9847,3,1400.208986,67.0,Punjab
9848,3,1267.05653,65.0,Uttarakhand
9849,2,1075.268817,100.0,Uttar Pradesh
9850,3,1678.6570739999995,63.0,Haryana
9851,2,1110.053917,70.0,Uttar Pradesh
9852,1,443.5607219,29.0,Maharashtra
9853,3,4769.230769,310.0,Uttar Pradesh
9854,1,705.0092764,57.0,Uttar Pradesh
9855,1,650.0691562999999,47.0,Maharashtra
9856,2,999.6895374,64.4,Uttar Pradesh
9857,1,674.9662517,45.0,Uttar Pradesh
9858,2,1199.944189,86.0,Haryana
9859,3,1000.0,94.0,Maharashtra
9860,2,1110.045224,81.0,Uttar Pradesh
9861,3,113785.558,7280.0,Goa
9862,1,675.0392465,43.0,Uttar Pradesh
9863,2,550.0442,56.0,Uttar Pradesh
9864,2,1125.112511,100.0,Uttar Pradesh
9865,2,970.042796,68.0,Uttar Pradesh
9866,2,1069.93737,41.0,Punjab
9867,1,715.0153217999999,49.0,Uttar Pradesh
9868,2,1073.878628,40.7,Uttar Pradesh
9869,2,750.0340924999999,55.0,Uttar Pradesh
9870,3,134884.5664,7420.0,Maharashtra
9871,2,1130.00932,97.0,Uttar Pradesh
9872,1,690.0212313999999,52.0,Uttar Pradesh
9873,1,828.0621047000001,72.0,Maharashtra
9874,3,800.0,60.0,Uttar Pradesh
9875,3,1214.329083,100.0,Uttar Pradesh
9876,1,730.0204918,57.0,Maharashtra
9877,2,1000.0,70.0,Uttar Pradesh
9878,1,593.8927627,24.7,Uttar Pradesh
9879,2,1071.080818,110.0,Maharashtra
9880,3,1297.989031,63.9,Uttar Pradesh
9881,1,498.2964225,23.4,Maharashtra
9882,2,1060.114742,85.0,Uttar Pradesh
9883,2,1045.10451,76.0,Uttar Pradesh
9884,2,1084.0,81.3,Uttar Pradesh
9885,2,1073.138517,65.0,Maharashtra
9886,2,1180.080245,100.0,Uttar Pradesh
9887,2,1300.091771,85.0,Uttar Pradesh
9888,3,1529.411765,130.0,Uttar Pradesh
9889,2,1100.110011,60.0,Uttar Pradesh
9890,2,1250.0,60.0,Andhra Pradesh
9891,3,1464.128843,120.0,Maharashtra
9892,4,2197.260274,80.2,Haryana
9893,1,556.0851605,35.0,Uttar Pradesh
9894,2,1265.130808,64.8,Uttar Pradesh
9895,3,1431.560401,130.0,Goa
9896,2,1170.094839,95.0,Maharashtra
9897,2,1381.079215,140.0,Uttar Pradesh
9898,3,970.3085581,100.0,Maharashtra
9899,3,1500.0,57.0,Andhra Pradesh
9900,1,459.9725973999999,23.5,Maharashtra
9901,2,1250.0,52.0,Uttar Pradesh
9902,1,700.0,56.0,Uttar Pradesh
9903,3,1885.197562,95.9,Punjab
9904,2,1200.05275,91.0,Uttar Pradesh
9905,3,2295.492487,110.0,Punjab
9906,1,678.119349,30.0,Maharashtra
9907,2,1015.123265,49.0,Uttar Pradesh
9908,2,1025.056948,54.0,Maharashtra
9909,2,1100.060277,73.0,Maharashtra
9910,3,1033.295063,45.0,Gujrat
9911,4,3486.0557770000005,140.0,Punjab
9912,1,600.0,33.0,Goa
9913,2,1080.050826,68.0,Uttar Pradesh
9914,2,966.8508287,35.0,karnataka
9915,2,820.0168209,39.0,Maharashtra
9916,2,1109.960041,75.0,Uttar Pradesh
9917,2,925.1003121,83.0,Maharashtra
9918,2,1178.20324,48.0,Andhra Pradesh
